icrf_name,ra_deg,dec_deg,dra_mas,ddec_mas,offset_mas,pa_deg,sig_a_mas,sig_d_mas,rho_icrf3,rho_gaia,x_mahalanobis,x_naive,jet_pa_deg,delpa_deg,axis_angle_deg,downstream_angle_deg
ICRF J144212.2+062526,220.55099063,6.42392610,-0.0886,-0.5823,0.5890,188.65,0.4313,0.5365,-0.621,-0.156,1.209,1.105,,,,
ICRF J144302.7+520137,220.76150288,52.02702737,-0.9806,-0.1572,0.9931,260.89,0.1987,0.1924,-0.094,0.011,5.015,5.002,,,,
ICRF J144312.9-221516,220.80387443,-22.25461062,-0.2548,6.1348,6.1401,357.62,2.3883,2.1387,-0.136,-0.163,2.888,2.870,,,,
ICRF J144356.8+250144,220.98705085,25.02902520,-0.1615,0.1330,0.2092,309.47,0.0800,0.1072,-0.146,-0.460,2.064,2.368,280.0,18.0,29.47,29.47
ICRF J144358.6+633226,220.99416996,63.54065693,-0.3249,-0.4302,0.5391,217.06,0.1319,0.1446,-0.002,0.037,3.855,3.862,,,,
ICRF J144431.7+025753,221.13236126,2.96486545,0.4363,-0.2676,0.5118,121.53,0.2976,0.5417,-0.518,0.296,1.467,1.547,,,,
ICRF J144450.7+113156,221.21139899,11.53233051,-0.2726,-0.0391,0.2754,261.84,0.2405,0.3561,-0.310,0.167,1.166,1.139,,,,
ICRF J144458.3-085942,221.24295010,-8.99514476,0.5229,0.4920,0.7179,46.75,0.3795,0.3392,-0.219,-0.077,2.111,2.000,,,,
ICRF J144516.4+095836,221.31860521,9.97668687,0.0560,0.3996,0.4035,7.97,0.1194,0.1265,0.153,-0.046,3.189,3.193,,,,
ICRF J144544.2-244541,221.43421468,-24.76155339,0.1410,0.2943,0.3263,25.59,0.2224,0.3295,-0.009,0.098,1.077,1.095,,,,
ICRF J144553.3-162901,221.47240126,-16.48378309,0.5049,0.2048,0.5448,67.92,0.3480,0.3206,-0.225,-0.193,1.727,1.585,,,,
ICRF J144635.3+172107,221.64727625,17.35210582,0.0628,-0.1516,0.1641,157.50,0.2431,0.3759,-0.046,-0.156,0.451,0.479,,,,
ICRF J144815.0-162024,222.06272559,-16.34015246,0.0946,0.3167,0.3305,16.63,0.4357,0.4940,-0.496,-0.167,0.725,0.677,,,,
ICRF J144850.3+040219,222.20983795,4.03885887,1.5017,0.6325,1.6295,67.16,0.4796,0.5694,-0.079,0.022,3.307,3.322,,,,
ICRF J144851.1-112215,222.21316733,-11.37103717,0.5885,-0.2577,0.6424,113.65,0.1999,0.3246,0.400,-0.222,3.294,3.049,,,,
ICRF J144939.9-213924,222.41655943,-21.65687097,-3.5535,5.6642,6.6866,327.90,2.8549,4.0124,0.509,-0.852,1.442,1.882,,,,
ICRF J145031.1+091027,222.62987054,9.17443187,-2.4835,-1.0229,2.6859,247.61,1.8498,1.0167,-0.274,0.502,1.403,1.678,,,,
ICRF J145102.5-232931,222.76045606,-23.49197595,-1.3606,6.5772,6.7164,348.31,0.2319,0.5424,-0.030,-0.191,13.291,13.469,,,,
ICRF J145147.4-012735,222.94755124,-1.45980772,-0.3394,-0.1328,0.3644,248.63,0.1188,0.1931,-0.064,0.057,2.972,2.939,,,,
ICRF J145157.3+635719,222.98901000,63.95533373,-0.6611,-0.5417,0.8547,230.67,0.6768,0.5474,-0.079,-0.103,1.452,1.391,,,,
ICRF J145224.6+452223,223.10280957,45.37324166,0.4402,-0.2772,0.5202,122.20,0.1358,0.1692,-0.112,0.125,3.509,3.632,,,,
ICRF J145304.5-220429,223.26907332,-22.07480093,-1.6660,1.9563,2.5695,319.58,1.0019,0.9205,-0.327,-0.080,2.590,2.698,,,,
ICRF J145318.5+350539,223.32727188,35.09426759,-0.1430,-0.5021,0.5220,195.90,0.2211,0.2972,-0.010,0.266,1.736,1.809,,,,
ICRF J145344.2-252247,223.43424554,-25.37986182,0.1993,0.0186,0.2002,84.66,0.1941,0.3079,-0.353,-0.168,1.079,1.029,,,,
ICRF J145344.2+102557,223.43433809,10.43265633,-0.6250,0.4350,0.7615,304.84,0.3492,0.3451,-0.057,0.091,2.256,2.189,,,,
ICRF J145353.6+264833,223.47333605,26.80928046,0.3036,-0.9558,1.0029,162.38,0.2440,0.2664,-0.282,0.174,3.949,3.798,,,,
ICRF J145359.7+091543,223.49888370,9.26203571,0.9421,-0.2611,0.9776,105.49,0.3144,0.3269,-0.202,0.231,3.209,3.101,,,,
ICRF J145402.4-340057,223.51030556,-34.01589181,23.1516,0.4942,23.1569,88.78,7.4973,9.1005,0.080,-0.690,4.309,3.088,,,,
ICRF J145420.8+162424,223.58689606,16.40676973,-0.1119,-0.5525,0.5638,191.45,0.2634,0.3260,0.067,-0.087,1.772,1.747,,,,
ICRF J145427.4-374733,223.61420735,-37.79254023,0.3256,0.0418,0.3283,82.68,0.0965,0.0812,0.072,0.155,3.374,3.413,,,,
ICRF J145432.2+295558,223.63457450,29.93279342,-1.2974,-0.5214,1.3982,248.11,0.3279,0.4983,-0.414,0.269,4.078,4.093,,,,
ICRF J145432.9-401232,223.63713490,-40.20903177,-0.3600,0.0085,0.3601,271.35,0.2576,0.2244,0.064,-0.012,1.398,1.398,,,,
ICRF J145446.6-250512,223.69457922,-25.08680268,0.6243,-0.4542,0.7721,126.04,0.4370,0.4019,-0.318,0.147,1.886,1.822,,,,
ICRF J145502.8-170013,223.76171107,-17.00387592,-1.9902,-1.4837,2.4824,233.30,2.6971,5.0961,-0.181,-0.770,1.520,0.793,,,,
ICRF J145531.8+213139,223.88269290,21.52754864,1.2755,2.2631,2.5978,29.41,4.7545,8.1781,-0.226,0.305,0.337,0.385,,,,
ICRF J145554.1+443137,223.97556582,44.52712631,-0.0238,-0.0842,0.0875,195.77,0.2104,0.2503,-0.268,0.101,0.361,0.355,,,,
ICRF J145641.3-061743,224.17246940,-6.29533444,-0.4038,0.2020,0.4515,296.58,0.1737,0.1524,0.269,-0.146,2.765,2.676,,,,
ICRF J145726.7-353909,224.36129881,-35.65276989,-0.5887,0.1660,0.6117,285.75,0.2740,0.2381,0.165,-0.276,2.191,2.259,,,,
ICRF J145738.1+074954,224.40886956,7.83186530,0.6441,0.9031,1.1092,35.50,0.8908,0.8543,-0.054,-0.424,1.584,1.281,,,,
ICRF J145757.3+343950,224.48876231,34.66399603,0.1927,0.0537,0.2000,74.42,0.3317,0.4233,-0.221,0.258,0.620,0.595,,,,
ICRF J145844.7+372021,224.68664354,37.33933960,-0.0797,-0.2189,0.2329,200.00,0.1260,0.1743,-0.161,0.143,1.441,1.406,,,,
ICRF J145859.3+041613,224.74731756,4.27050567,-0.7885,0.7467,1.0860,313.44,0.3489,0.3615,-0.136,-0.259,2.734,3.062,,,,
ICRF J145907.5+714019,224.78159962,71.67218522,0.3250,-1.0348,1.0846,162.56,0.0571,0.0569,-0.146,-0.083,18.556,19.044,167.0,36.0,4.44,4.44
ICRF J145915.7-365547,224.81568249,-36.92998325,-3.6134,1.0232,3.7555,285.81,0.3864,0.7800,-0.298,0.174,9.356,9.442,,,,
ICRF J145935.4+444207,224.89774206,44.70219999,-0.0601,-0.1861,0.1956,197.91,0.2911,0.3340,-0.082,-0.038,0.603,0.594,,,,
ICRF J150048.6+475115,225.20272597,47.85431615,0.2306,0.1053,0.2535,65.47,0.1093,0.1121,-0.018,0.172,2.202,2.310,,,,
ICRF J150225.0-150852,225.60423930,-15.14792222,-0.3720,0.4178,0.5594,318.31,0.4184,0.4093,-0.299,0.103,1.372,1.354,,,,
ICRF J150328.8+041948,225.87036552,4.33027570,-0.4452,-0.0496,0.4479,263.64,0.1657,0.2346,-0.236,0.072,2.723,2.695,,,,
ICRF J150407.2+040709,226.03030058,4.11929272,0.0443,-0.3384,0.3413,172.54,0.1868,0.2830,-0.222,-0.024,1.197,1.219,,,,
ICRF J150407.5-024816,226.03132904,-2.80461757,-87.3832,19.3241,89.4944,282.47,14.8286,14.6968,-0.515,-0.292,5.908,6.038,,,,
ICRF J150424.9+102939,226.10408243,10.49422181,-0.0028,-0.0154,0.0157,190.24,0.0910,0.0969,-0.074,0.142,0.160,0.162,102.0,26.0,88.24,88.24
ICRF J150426.6+285430,226.11123575,28.90848402,0.0553,0.0961,0.1109,29.93,0.1031,0.1645,-0.160,0.193,0.814,0.793,,,,
ICRF J150502.3-343256,226.25987646,-34.54911666,-0.0537,-0.9412,0.9428,183.26,0.6652,0.7362,-0.198,0.083,1.279,1.281,,,,
ICRF J150506.4+032630,226.27698817,3.44189238,0.4417,0.0096,0.4418,88.75,0.3024,0.2616,-0.023,0.085,1.463,1.461,299.0,12.0,30.25,149.75
ICRF J150603.0-091912,226.51264230,-9.32001568,-5.2197,-6.8810,8.6368,217.18,0.5937,0.8170,0.328,-0.565,12.330,12.175,,,,
ICRF J150624.7+831928,226.60297988,83.32445442,-0.3467,-0.6940,0.7758,206.55,0.2748,0.2556,0.064,-0.151,3.146,2.994,,,,
ICRF J150653.0+423923,226.72100770,42.65639874,-0.1993,0.3070,0.3660,327.01,0.2680,0.3457,-0.015,0.277,1.344,1.158,,,,
ICRF J150704.7-165230,226.76994568,-16.87507421,-3.1217,0.4141,3.1490,277.56,1.6247,0.8100,-0.213,0.418,2.402,1.988,201.0,20.0,76.56,76.56
ICRF J150711.6+511716,226.79839830,51.28801729,-0.1361,0.2216,0.2600,328.44,0.3524,0.3881,-0.035,0.037,0.696,0.689,,,,
ICRF J150721.7+123629,226.84065872,12.60807667,1.3567,-1.6975,2.1730,141.37,0.2836,0.3270,0.004,0.058,7.197,7.058,,,,
ICRF J150759.7+041511,226.99888513,4.25332910,0.3704,0.2972,0.4749,51.26,0.2204,0.3006,0.032,-0.112,1.995,1.950,,,,
ICRF J150835.7-154831,227.14875667,-15.80875880,3.3454,-0.6769,3.4132,101.44,1.4320,1.4685,-0.378,-0.348,2.363,2.381,,,,
ICRF J150838.9-495302,227.16226947,-49.88397531,0.2364,0.3800,0.4475,31.89,0.2740,0.3298,-0.310,-0.079,1.659,1.439,,,,
ICRF J150852.9-303629,227.22080484,-30.60817522,0.5605,-0.5257,0.7684,133.17,0.4416,0.5290,-0.071,-0.243,1.494,1.612,,,,
ICRF J150910.1+161127,227.29213271,16.19103762,-0.1138,0.4036,0.4194,344.26,0.2586,0.3711,-0.112,-0.034,1.151,1.173,,,,
ICRF J151002.9+570243,227.51217656,57.04538220,-0.2717,-0.6080,0.6660,204.07,0.6231,0.5047,0.138,0.264,1.211,1.281,,,,
ICRF J151041.6-245159,227.67361005,-24.86637912,71.7235,-99.7092,122.8258,144.27,8.7731,25.9893,-0.929,0.441,8.616,9.031,,,,
ICRF J151053.5-054307,227.72329760,-5.71872708,0.6920,-0.0514,0.6939,94.25,0.0996,0.0878,-0.041,-0.055,6.954,6.975,82.0,20.0,12.25,12.25
ICRF J151141.2+051809,227.92194324,5.30257197,5.5403,-10.7900,12.1293,152.82,0.3280,0.3898,-0.014,0.000,32.406,32.427,89.0,3.0,63.82,63.82
ICRF J151150.4-324257,227.96001238,-32.71605288,-0.0682,0.2315,0.2413,343.60,0.2016,0.4585,-0.045,0.014,0.598,0.608,,,,
ICRF J151215.7+020316,228.06559062,2.05471644,0.0492,-0.2173,0.2228,167.23,0.1357,0.2234,-0.201,0.067,1.004,1.038,,,,
ICRF J151250.5-090559,228.21055388,-9.09995272,0.0069,0.1500,0.1501,2.63,0.0578,0.0526,0.008,-0.021,2.853,2.852,324.0,43.0,38.63,38.63
ICRF J151321.7-320932,228.34073854,-32.15908132,-0.3199,0.1825,0.3683,299.70,0.2314,0.3490,-0.469,-0.115,1.389,1.478,,,,
ICRF J151330.6-422156,228.37759169,-42.36558481,0.7874,-0.3569,0.8645,114.38,3.5129,1.3056,0.096,-0.544,0.297,0.354,,,,
ICRF J151344.8-101200,228.43705596,-10.20007357,-0.1292,0.1159,0.1735,311.91,0.1271,0.1055,-0.053,0.095,1.560,1.496,,,,
ICRF J151434.7+025248,228.64472698,2.88014143,0.1302,-0.1065,0.1682,129.28,0.2143,0.2740,0.046,0.056,0.738,0.721,,,,
ICRF J151440.0-474829,228.66676918,-47.80829379,0.0138,0.2140,0.2144,3.69,0.1897,0.2718,0.442,-0.105,0.796,0.791,,,,
ICRF J151440.8-361704,228.67030802,-36.28468768,-1.9621,0.7717,2.1084,291.47,1.1218,0.7095,-0.046,-0.007,2.050,2.060,,,,
ICRF J151443.0+365050,228.67945118,36.84732129,0.0623,-0.5439,0.5475,173.46,0.4660,0.6244,-0.321,0.135,0.884,0.881,,,,
ICRF J151640.2+001501,229.16757940,0.25053030,-1.3266,2.8809,3.1716,335.27,0.1323,0.1452,-0.209,0.036,21.941,22.233,332.0,7.0,3.27,3.27
ICRF J151656.7+193212,229.23665069,19.53694221,-0.1691,0.3821,0.4178,336.13,0.1195,0.1396,-0.072,-0.027,3.046,3.082,333.0,36.0,3.13,3.13
ICRF J151726.6-261818,229.36092648,-26.30527180,0.1859,-0.0982,0.2102,117.84,0.5070,0.4828,-0.463,-0.126,0.394,0.419,,,,
ICRF J151741.8-242219,229.42422140,-24.37207669,0.4837,-0.6943,0.8462,145.14,0.0449,0.0507,-0.257,-0.127,15.933,17.435,168.0,12.0,22.86,22.86
ICRF J151942.5-241152,229.92743680,-24.19795689,0.1460,0.5538,0.5727,14.77,0.9854,0.5901,-0.096,-0.080,0.968,0.950,,,,
ICRF J151944.7-115144,229.93660002,-11.86236853,-0.1457,0.6305,0.6471,346.99,3.3734,2.1259,-0.089,0.865,0.654,0.300,,,,
ICRF J152037.0+160126,230.15442117,16.02406432,0.1391,0.2213,0.2614,32.15,0.1949,0.3407,-0.064,0.143,0.987,0.965,,,,
ICRF J152040.4-384532,230.16868265,-38.75899660,-1.1252,2.9274,3.1362,338.98,1.4550,2.9320,-0.778,-0.416,0.998,1.263,,,,
ICRF J152047.6+722505,230.19850323,72.41821423,-0.3446,-0.0635,0.3504,259.56,0.7401,0.8638,-0.054,0.092,0.476,0.471,,,,
ICRF J152102.7+785830,230.26165832,78.97507232,-0.7003,-0.3655,0.7900,242.44,0.2160,0.1988,-0.007,-0.099,3.829,3.728,,,,
ICRF J152117.5+175601,230.32324563,17.93362976,2.0211,-1.0506,2.2779,117.47,0.2585,0.4276,-0.289,-0.198,7.830,8.196,,,,
ICRF J152122.5+042030,230.34393166,4.34170466,6.3196,57.7765,58.1211,6.24,6.7820,8.7738,0.049,-0.289,7.219,6.651,,,,
ICRF J152149.6+433639,230.45672449,43.61090782,0.1746,-0.0358,0.1783,101.58,0.1482,0.1614,-0.042,0.079,1.218,1.199,,,,
ICRF J152209.9+314414,230.54163222,31.73732832,0.2375,0.3680,0.4380,32.84,0.1351,0.1612,-0.056,0.323,2.541,2.882,8.0,134.0,24.84,24.84
ICRF J152237.6-273010,230.65698331,-27.50299598,-0.2720,-0.0632,0.2792,256.91,0.2239,0.1671,-0.027,-0.122,1.324,1.272,280.0,32.0,23.09,23.09
ICRF J152258.9+664506,230.74558424,66.75187203,0.4123,0.5895,0.7194,34.97,0.9373,0.7915,0.347,-0.057,0.772,0.865,,,,
ICRF J152354.0-333845,230.97516578,-33.64589912,0.9602,-1.3854,1.6856,145.27,0.5424,1.3710,-0.581,-0.130,1.771,2.038,,,,
ICRF J152433.4-301221,231.13922621,-30.20592988,-5.9259,-19.3920,20.2773,196.99,0.8734,0.7986,0.086,0.021,25.054,25.214,,,,
ICRF J152441.6+152121,231.17338117,15.35584737,0.0844,-0.6189,0.6246,172.23,0.1340,0.1625,-0.177,0.153,3.859,3.860,,,,
ICRF J152502.9+110744,231.26222596,11.12890646,1.1754,-0.0078,1.1754,90.38,0.4000,0.3100,0.087,0.231,3.002,2.939,,,,
ICRF J152615.0-042510,231.56256108,-4.41946050,0.2441,-0.4045,0.4724,148.89,0.2177,0.3153,-0.054,-0.026,1.672,1.704,,,,
ICRF J152625.1-172557,231.60465805,-17.43274557,-0.0746,-0.0147,0.0760,258.88,0.3144,0.3936,0.065,-0.505,0.244,0.240,,,,
ICRF J152642.8+665054,231.67864261,66.84851168,1.8796,1.2367,2.2500,56.66,0.1163,0.1268,0.160,0.045,18.020,18.874,,,,
ICRF J152659.4-135100,231.74767808,-13.85007343,-2.0789,7.1699,7.4652,343.83,0.4582,0.6738,-0.413,-0.238,10.766,11.568,,,,
ICRF J152718.7+311524,231.82807067,31.25677356,0.7505,-0.2085,0.7789,105.53,0.1309,0.1854,-0.143,0.273,5.894,5.844,,,,
ICRF J152914.5+693459,232.31079091,69.58316443,0.1708,0.0402,0.1755,76.76,0.2996,0.2386,0.104,-0.035,0.582,0.595,,,,
ICRF J153016.2+375831,232.56771736,37.97532404,-38.6252,74.6385,84.0405,332.64,6.7554,7.0581,-0.203,0.321,14.297,12.022,,,,
ICRF J153028.8-195039,232.62026654,-19.84422020,-4.5749,2.2144,5.0826,295.83,3.9811,5.8240,-0.651,-0.645,1.243,1.210,,,,
ICRF J153036.3+235236,232.65134164,23.87686634,-4.4195,-2.6445,5.1503,239.11,5.8834,3.6404,0.248,0.112,0.936,1.045,,,,
ICRF J153133.5+720641,232.88991081,72.11145222,-0.3086,0.0138,0.3089,272.55,0.1346,0.1234,-0.176,0.085,2.292,2.295,,,,
ICRF J153202.5-271637,233.01071511,-27.27719941,0.4791,0.5266,0.7119,42.30,0.1960,0.2640,-0.391,0.019,3.467,3.155,,,,
ICRF J153231.5-231032,233.13136812,-23.17568436,-0.8543,1.1637,1.4437,323.72,0.8283,0.5748,0.123,-0.103,2.250,2.272,,,,
ICRF J153246.3+234405,233.19310505,23.73479666,0.0814,-0.3285,0.3384,166.08,0.2614,0.3316,-0.037,0.251,1.112,1.038,,,,
ICRF J153314.2-042116,233.30918876,-4.35461959,0.8415,-0.5444,1.0023,122.90,0.4596,0.5041,-0.102,-0.348,1.904,2.126,,,,
ICRF J153334.4-683719,233.39370128,-68.62212556,-1.1701,-0.5946,1.3125,243.06,1.0592,0.6130,-0.313,0.297,1.360,1.470,,,,
ICRF J153422.8-224357,233.59500530,-22.73267509,-0.2878,1.2210,1.2545,346.74,0.2883,0.4859,0.094,0.039,2.771,2.704,,,,
ICRF J153452.4+013104,233.71855701,1.51783514,0.0968,-0.2842,0.3003,161.20,0.2522,0.2449,-0.056,-0.093,1.194,1.222,122.0,30.0,39.20,39.20
ICRF J153454.6-352623,233.72786493,-35.43986036,-0.0899,-0.2001,0.2194,204.20,0.2541,0.2697,0.154,-0.025,0.810,0.822,,,,
ICRF J153514.6+483659,233.81105542,48.61658195,0.3949,-0.1247,0.4141,107.53,0.1550,0.1737,-0.108,0.007,2.593,2.646,,,,
ICRF J153552.0+495739,233.96682939,49.96085531,-0.0021,-0.1356,0.1356,180.88,0.1441,0.1704,-0.294,0.012,0.807,0.796,,,,
ICRF J153613.8+383328,234.05769235,38.55794602,0.4664,0.5214,0.6995,41.81,0.3197,0.3559,-0.046,0.291,1.876,2.067,,,,
ICRF J153654.4-315115,234.22707596,-31.85420413,0.3522,0.1496,0.3827,66.98,0.4595,0.4988,-0.283,-0.149,0.878,0.823,,,,
ICRF J153714.5+230040,234.31042038,23.01125318,-0.4440,0.1141,0.4584,284.42,0.1718,0.2784,0.034,0.276,2.659,2.617,,,,
ICRF J153717.5-125942,234.32314760,-12.99523773,-3.0094,0.4700,3.0458,278.88,0.4779,0.3831,-0.253,-0.030,6.356,6.416,,,,
ICRF J153741.5-152712,234.42322130,-15.45347203,-0.0786,0.5915,0.5967,352.43,0.1570,0.2276,-0.216,-0.061,2.605,2.647,,,,
ICRF J153811.9-652551,234.54964685,-65.43088780,1.7742,3.0470,3.5259,30.21,1.5086,2.2832,0.685,0.363,1.478,1.779,,,,
ICRF J153905.2+053438,234.77169205,5.57734271,0.3427,-0.3253,0.4725,133.50,0.2345,0.3633,0.027,0.155,1.751,1.714,,,,
ICRF J153910.1+043051,234.79210410,4.51423037,-1.3231,0.4399,1.3943,288.39,0.5544,0.5426,-0.160,-0.204,2.412,2.521,,,,
ICRF J153925.0+160400,234.85457950,16.06676116,-0.3597,-0.2132,0.4182,239.34,0.2258,0.2727,0.016,0.212,1.695,1.774,,,,
ICRF J153934.8+473531,234.89504344,47.59201781,-0.6751,-0.2838,0.7323,247.20,0.2251,0.2793,0.059,0.104,3.115,3.167,,,,
ICRF J153939.1+274438,234.91307141,27.74394760,0.8243,0.7050,1.0847,49.46,0.4335,0.4289,-0.272,0.818,1.957,2.513,142.0,16.0,87.46,92.54
ICRF J154003.1-082325,235.01313519,-8.39041733,-0.4629,0.4509,0.6462,314.25,0.3880,0.6957,-0.010,0.045,1.355,1.358,,,,
ICRF J154015.8+815505,235.06615728,81.91827373,1.8546,-2.7542,3.3204,146.04,5.0981,3.2511,-0.470,-0.066,0.848,0.922,,,,
ICRF J154034.5-390617,235.14396275,-39.10492733,7.6115,11.3603,13.6744,33.82,1.9445,1.5321,0.120,-0.457,10.463,8.385,,,,
ICRF J154049.4+144745,235.20621466,14.79607908,-4.7958,4.8720,6.8364,315.45,0.1679,0.1371,-0.143,0.149,48.960,45.596,324.0,11.0,8.55,8.55
ICRF J154202.8-163430,235.51199379,-16.57520145,0.1808,-0.5980,0.6247,163.18,0.3021,0.4588,-0.142,-0.176,1.369,1.434,,,,
ICRF J154207.4-092743,235.53110986,-9.46200244,51.2681,134.7775,144.1992,20.83,17.4591,14.8140,-0.493,-0.000,12.463,9.560,,,,
ICRF J154256.9+612955,235.73726537,61.49870737,-0.0439,0.0253,0.0506,300.00,0.1430,0.1221,0.004,0.140,0.371,0.370,134.0,16.0,14.00,166.00
ICRF J154301.6-075706,235.75702895,-7.95184427,1.2394,2.8183,3.0788,23.74,15.8636,12.2323,0.453,-0.040,0.246,0.243,,,,
ICRF J154333.9+045219,235.89135731,4.87203318,-0.2040,-3.1511,3.1577,183.70,0.2077,0.3472,-0.229,0.036,9.382,9.130,181.0,2.0,2.70,2.70
ICRF J154343.8+184719,235.93251886,18.78882663,0.4364,0.0634,0.4409,81.74,0.3161,0.4740,-0.427,0.398,1.453,1.387,,,,
ICRF J154405.6+324048,236.02356946,32.68008891,0.0142,0.3603,0.3606,2.25,0.1446,0.2274,-0.034,0.153,1.590,1.587,,,,
ICRF J154414.1-231201,236.05907596,-23.20037310,-1.2225,0.6481,1.3837,297.93,0.9580,0.5562,-0.096,0.173,1.873,1.728,,,,
ICRF J154459.4+040746,236.24761367,4.12954335,0.1243,-0.1608,0.2032,142.28,0.1903,0.2904,-0.157,0.078,0.821,0.856,,,,
ICRF J154502.8+513500,236.26176537,51.58357586,0.0009,0.6192,0.6192,0.08,0.1367,0.1809,-0.192,-0.033,3.470,3.423,,,,
ICRF J154543.8+540042,236.43260783,54.01187742,0.0429,0.0266,0.0505,58.21,0.3030,0.3059,-0.128,-0.050,0.171,0.166,,,,
ICRF J154741.2-094333,236.92202397,-9.72583353,-0.5094,0.5981,0.7856,319.57,0.4260,0.3962,-0.304,-0.365,1.679,1.926,,,,
ICRF J154743.5+205216,236.93140737,20.87128163,-0.3702,-0.1805,0.4119,244.01,0.2151,0.4984,0.137,0.182,1.726,1.759,,,,
ICRF J154830.3-640134,237.12665098,-64.02633343,0.4399,-0.9103,1.0110,154.21,0.4418,0.5560,0.563,0.276,2.586,1.916,,,,
ICRF J154917.4+503805,237.32278566,50.63494113,-0.1567,-0.0402,0.1618,255.62,0.1273,0.1388,0.021,0.161,1.236,1.264,,,,
ICRF J154929.4+023701,237.37265353,2.61698979,0.1139,-0.0011,0.1139,90.55,0.0849,0.0691,-0.004,0.101,1.348,1.342,191.0,47.0,79.55,100.45
ICRF J155029.8-053811,237.62436457,-5.63639359,-0.3184,-0.1031,0.3347,252.05,0.2500,0.2404,-0.073,0.070,1.340,1.344,,,,
ICRF J155035.2+052710,237.64695518,5.45290232,0.2010,0.2732,0.3392,36.34,0.1744,0.1460,-0.051,0.097,2.116,2.198,349.0,12.0,47.34,47.34
ICRF J155043.5+112047,237.68164492,11.34651530,0.0818,-0.3106,0.3211,165.25,0.1270,0.2331,-0.465,0.035,1.337,1.480,,,,
ICRF J155056.5-200415,237.73558222,-20.07091469,-0.4698,0.3101,0.5629,303.43,0.4455,0.3998,0.061,0.097,1.355,1.309,,,,
ICRF J155059.1-825806,237.74642680,-82.96856815,1.8056,-1.2297,2.1846,124.26,0.8616,0.7206,-0.115,-0.148,2.531,2.702,,,,
ICRF J155114.5-175502,237.81082629,-17.91731270,0.2047,-0.6943,0.7238,163.57,0.2320,0.3255,-0.017,0.099,2.320,2.308,,,,
ICRF J155158.2+580644,237.99253265,58.11234849,-0.0307,0.1406,0.1440,347.67,0.1309,0.1271,-0.049,0.072,1.124,1.131,173.0,16.0,5.33,174.67
ICRF J155203.2+085047,238.01359012,8.84648203,0.0290,0.1732,0.1756,9.52,0.1756,0.3080,-0.116,-0.090,0.607,0.586,220.0,16.0,30.48,149.52
ICRF J155331.6-242206,238.38178256,-24.36834335,0.2321,0.1253,0.2638,61.64,0.1437,0.1403,-0.017,-0.148,1.912,1.845,,,,
ICRF J155332.6+125651,238.38624112,12.94769859,0.0987,-0.4303,0.4414,167.08,0.1245,0.2119,-0.271,0.155,2.080,2.180,3.0,28.0,15.92,164.08
ICRF J155402.4-270440,238.51029075,-27.07784266,-0.0011,-0.3256,0.3256,180.20,0.2602,0.2291,-0.059,-0.129,1.427,1.421,,,,
ICRF J155429.3+300118,238.62249131,30.02193963,-0.7339,-0.0853,0.7388,263.37,0.9641,1.1716,-0.312,0.280,0.828,0.765,,,,
ICRF J155518.1-415031,238.82549166,-41.84213736,-0.0528,0.0042,0.0530,274.55,0.5071,0.6891,0.021,-0.141,0.104,0.104,,,,
ICRF J155543.0+111124,238.92935009,11.19010175,0.1104,-0.3693,0.3855,163.36,0.1019,0.1909,-0.333,-0.078,1.991,2.217,85.0,78.0,78.36,78.36
ICRF J155602.9+742058,239.01246049,74.34948358,-0.3361,-1.6465,1.6805,191.54,2.3441,1.7347,-0.073,-0.030,0.965,0.960,,,,
ICRF J155658.8-791404,239.24529081,-79.23452270,29.4111,2.4435,29.5124,85.25,0.4320,0.4529,0.279,0.057,68.092,68.298,,,,
ICRF J155704.3-272445,239.26807796,-27.41270992,-0.0836,-0.1166,0.1434,215.63,0.2362,0.3010,-0.116,0.010,0.545,0.525,,,,
ICRF J155718.9+452221,239.32916521,45.37264927,2.1947,-0.0379,2.1950,90.99,0.7653,0.8430,-0.058,0.138,2.898,2.868,,,,
ICRF J155751.4-000150,239.46430821,-0.03067050,-0.0766,-0.1884,0.2034,202.13,0.3906,0.2919,-0.083,0.031,0.669,0.675,,,,
ICRF J155752.7+025327,239.46984713,2.89107848,-0.0536,0.6851,0.6871,355.53,0.3611,0.4362,-0.186,-0.143,1.573,1.578,,,,
ICRF J155848.2+562514,239.70120385,56.42058865,0.2624,-0.0283,0.2639,96.16,0.1554,0.1530,-0.077,0.047,1.691,1.699,129.0,4.0,32.84,32.84
ICRF J155850.2-643229,239.70951814,-64.54156591,-2.8347,8.5503,9.0079,341.66,0.1143,0.1845,0.022,0.085,53.223,52.559,,,,
ICRF J155855.1+332318,239.72994280,33.38850173,0.0509,0.3407,0.3444,8.49,0.1566,0.2531,0.049,0.150,1.370,1.385,,,,
ICRF J155901.7+592421,239.75709138,59.40606506,25.8588,7.8375,27.0204,73.14,1.2192,1.2599,-0.019,-0.127,22.978,22.103,,,,
ICRF J155930.9+030448,239.87905258,3.08007131,-0.2376,1.0218,1.0490,346.91,0.6289,0.6831,-0.064,-0.399,1.514,1.543,,,,
ICRF J155941.4-244238,239.92253784,-24.71078673,0.3245,0.3300,0.4629,44.52,0.2233,0.1587,-0.200,0.068,2.589,2.538,,,,
ICRF J155949.6-053122,239.95684267,-5.52293503,0.3272,0.0986,0.3418,73.23,0.1984,0.2947,0.065,0.048,1.667,1.683,,,,
