triple,ra1,dec1,t1,row1,ra2,dec2,t2,row2,ra3,dec3,t3,row3,mu_ra,mu_dec,mu,resid_sigma,flux1,flux2,flux3,gaia,catwise,gaia_sep,gaia_pmra,gaia_pmde,gaia_gmag,pm_diff,pm_agree
E1-E2-E3,314.1357942929721,-32.6139322562983,2019.5159670305366,974028,314.13464058641324,-32.614492934556125,2022.106265981735,2621936,314.13378466737873,-32.61500432753257,2024.743603360997,1219397,-1.3505927938859674,-0.7792311876754393,1.55926333207152,2.223927446163199,0.9960614306041,1.07373383321225,1.0254992053321499,0,0,,,,,,
E1-E2-E3,196.6452670934591,-22.07012481536476,2019.498776919235,1699528,196.64556866343528,-22.06931067116469,2022.0998315496574,1636917,196.64533659324465,-22.06862484763137,2024.723740973648,1841185,0.38680591510601375,1.1268195161969294,1.191361002401574,1.8672113906019672,0.9747632858969999,1.4126330943825,1.13924957855867,"error: ConnectionError(ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",0,,,,,,
E1-E2-E3,29.815392731373787,-5.8821088985873695,2017.9212414740298,1973309,29.8162804706909,-5.88281622766494,2020.5999912482923,247808,29.81682350583769,-5.8833854057498,2023.3520784137577,906650,1.1867599253566126,-0.9505869879002644,1.5205310723552248,1.1065765666683205,1.4898048652307998,2.3748335102442497,0.84641881076753,0,1,,,,,,
E1-E2-E3,199.41224123794163,-39.054073374061296,2019.5342413027968,2471204,199.41243315836968,-39.05503415527519,2022.0915983304794,1661072,199.41212077391492,-39.05574640391129,2024.726545295745,1291660,0.20979723267781744,-1.352494912742681,1.3686699265469753,2.9787692915065325,1.5258304590645,3.3237739318367496,2.00144463830798,"error: ConnectionError(ProtocolError('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')))",0,,,,,,
E1-E2-E4,223.0501682878744,-15.09749089118928,2018.0016230950343,2086049,223.0490595086709,-15.09767479980969,2020.775527820469,1862188,223.0482378540848,-15.09769627625654,2025.6522284109058,675510,-1.38931569558885,-0.23867836101504353,1.4096685646017497,2.949862610401907,6.422771668798501,5.3731084790415,4.19820494763,0,0,,,,,,
E2-E3-E4,24.77612683663293,-17.94704491342479,2020.8312440659154,206758,24.77870667561926,-17.94667199060265,2023.4199584402807,1041064,24.78123411451604,-17.94645706412443,2026.0684335073008,81102,3.4130917707621484,0.5186057500208534,3.452266988458307,2.258146514713009,2.006488422565,11.32384892601401,1.15880386075,3,0,0.8378107086307643,nan,nan,10.869107,,
