name,epoch,obs_id,band,epoch_mjd,duration_s,i_mjy,e_i,v_mjy,e_v,offset_arcsec,note
ASKAP J1832-0911,low,ASKAP-64737,low,60535.59971,726.6,-1.3143,0.7002,0.4663,0.3884,1.60,
ASKAP J1832-0911,low,ASKAP-65624,low,60557.50927,736.5,-0.0880,0.6789,-0.1070,0.4098,1.60,
ASKAP J1832-0911,low,ASKAP-65628,low,60557.55098,736.5,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-65648,low,60558.53430,666.9,-1.5208,1.1928,-0.8919,0.7977,0.51,
ASKAP J1832-0911,low,ASKAP-65924,low,60573.50051,736.5,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-66123,low,60581.40163,726.6,0.2662,0.7861,-0.4856,0.3418,1.60,
ASKAP J1832-0911,low,ASKAP-66124,low,60581.41108,716.6,0.5188,0.9060,-0.3002,0.4768,0.51,
ASKAP J1832-0911,low,ASKAP-66744,low,60601.43863,736.5,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-67012,low,60606.35045,716.6,-0.3814,0.6606,-0.1565,0.3731,1.60,
ASKAP J1832-0911,low,ASKAP-67060,low,60607.41088,736.5,-0.4359,1.0966,0.1281,0.5366,0.51,
ASKAP J1832-0911,low,ASKAP-67936,low,60627.33935,726.6,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-81907,low,61077.13796,726.6,0.8887,0.7492,0.3384,0.4083,1.60,
ASKAP J1832-0911,low,ASKAP-81993,low,61077.99087,736.5,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-81909,low,61077.15662,736.5,1.2540,0.9045,-0.8441,0.4196,0.51,
ASKAP J1832-0911,low,ASKAP-81889,low,61076.95341,726.6,2.2901,0.8282,-0.3635,0.3805,1.60,
ASKAP J1832-0911,low,ASKAP-81892,low,61076.98302,726.6,0.8768,0.8310,-0.6068,0.4734,0.51,
ASKAP J1832-0911,low,ASKAP-81893,low,61076.99269,726.6,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-82093,low,61079.10232,736.5,-0.1572,0.8159,0.2100,0.5233,0.51,
ASKAP J1832-0911,low,ASKAP-82089,low,61079.06107,726.6,-1.3338,0.6892,-0.1949,0.3515,1.60,
ASKAP J1832-0911,low,ASKAP-82178,low,61080.08981,736.5,-1.5476,0.7935,-0.5307,0.3897,1.60,
ASKAP J1832-0911,low,ASKAP-82097,low,61079.14287,736.5,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-82078,low,61078.95555,726.6,0.5633,0.8370,-0.1185,0.3602,1.60,
ASKAP J1832-0911,low,ASKAP-82082,low,61078.99207,726.6,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-82180,low,61080.10986,726.6,0.2708,0.9228,-0.8673,0.4638,0.51,
ASKAP J1832-0911,low,ASKAP-82079,low,61078.96454,726.6,-0.0019,0.8710,0.4458,0.4027,0.51,
ASKAP J1832-0911,low,ASKAP-82184,low,61080.15133,726.6,nan,nan,nan,nan,nan,
ASKAP J1832-0911,low,ASKAP-85987,low,61220.53285,736.5,0.4766,0.8715,-0.2203,0.2425,0.38,
ASKAP J1832-0911,low,ASKAP-86006,low,61220.72155,726.6,-0.4214,0.6543,0.1274,0.2491,0.38,
ASKAP J1832-0911,low,ASKAP-85897,low,61216.79436,726.6,-0.9496,0.8026,0.0721,0.2879,0.38,
ASKAP J1832-0911,low,ASKAP-85882,low,61216.64610,726.6,0.3589,0.5771,0.2029,0.2686,0.38,
ASKAP J1832-0911,low,ASKAP-85790,low,61215.70776,736.5,-0.1041,0.7341,-0.0535,0.2387,0.38,
ASKAP J1832-0911,low,ASKAP-86090,low,61221.77100,726.6,0.7904,0.7286,-0.6029,0.3012,0.38,
ASKAP J1832-0911,low,ASKAP-85781,low,61215.62032,726.6,0.6091,0.5951,-0.0391,0.2348,0.38,
ASKAP J1832-0911,low,ASKAP-86014,low,61220.80497,726.6,0.6563,0.6783,-0.2005,0.2635,1.10,
ASKAP J183950.5-075635,low,ASKAP-45540,low,59897.27995,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-45677,low,59902.24879,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-46057,low,59921.17767,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-46806,low,59934.14930,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-47065,low,59950.12095,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-47255,low,59965.05466,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-47633,low,59979.12999,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-47698,low,59980.13019,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-48263,low,59994.08971,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-48467,low,59998.07688,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-48858,low,60009.96141,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-49021,low,60025.92052,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-49152,low,60040.88478,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-49600,low,60055.83368,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-49879,low,60070.79840,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-50157,low,60085.75941,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-50391,low,60100.67755,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-50653,low,60116.65394,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-51111,low,60129.63854,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-51492,low,60143.68466,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-51826,low,60160.62537,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-86173,low,61222.63719,726.6,-0.0067,0.3949,0.0698,0.2768,1.12,
ASKAP J183950.5-075635,low,ASKAP-86181,low,61222.71541,726.6,-0.6712,0.4512,0.1686,0.2721,1.09,
ASKAP J183950.5-075635,low,ASKAP-52093,low,60178.54257,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-52156,low,60182.54348,716.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-52159,low,60182.57251,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-52903,low,60197.41863,776.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-53253,low,60211.48963,726.0,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-53604,low,60233.36317,736.5,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-54510,low,60248.36847,736.5,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-54904,low,60266.24733,726.6,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-55237,low,60286.28559,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-55892,low,60303.18199,796.3,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-57097,low,60319.19160,716.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-58455,low,60342.01741,736.5,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-59310,low,60362.02074,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-59890,low,60379.02272,736.5,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-60182,low,60387.89131,736.5,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-60216,low,60388.95555,786.3,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-60333,low,60393.94304,736.5,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J183950.5-075635,low,ASKAP-60804,low,60404.92030,736.5,1.2614,1.3435,-1.1267,1.0314,1.00,
ASKAP J183950.5-075635,low,ASKAP-60866,low,60405.88300,736.5,-0.0740,0.4006,-0.3497,0.2838,0.78,
ASKAP J183950.5-075635,low,ASKAP-61018,low,60407.94975,716.6,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-61307,low,60419.85473,726.6,-1.0913,1.3397,-0.5908,0.9198,1.00,
ASKAP J183950.5-075635,low,ASKAP-61310,low,60419.88572,736.5,0.0955,0.3733,-0.2031,0.2452,0.78,
ASKAP J183950.5-075635,low,ASKAP-61530,low,60422.79984,736.5,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-62030,low,60433.86902,726.6,-0.4099,1.8034,0.9315,1.0046,1.01,
ASKAP J183950.5-075635,low,ASKAP-62032,low,60433.89701,726.6,12.1606,0.5778,2.1341,0.3319,0.77,
ASKAP J183950.5-075635,low,ASKAP-62279,low,60440.77120,726.6,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-62473,low,60449.80581,726.6,1.2903,1.3940,-0.0355,1.0975,1.03,
ASKAP J183950.5-075635,low,ASKAP-62488,low,60450.72895,726.6,0.2558,0.4150,0.1729,0.2449,0.79,
ASKAP J183950.5-075635,low,ASKAP-62644,low,60468.67378,716.6,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-62646,low,60468.69244,726.6,68.2234,1.8890,24.3499,1.2895,1.00,
ASKAP J183950.5-075635,low,ASKAP-62650,low,60468.73011,736.5,-0.6828,0.5328,0.2699,0.3242,0.78,
ASKAP J183950.5-075635,low,ASKAP-63209,low,60483.69681,736.5,0.5379,1.3824,0.3218,1.1563,1.00,
ASKAP J183950.5-075635,low,ASKAP-63213,low,60483.73747,726.6,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-63236,low,60484.65499,736.5,0.1564,0.4242,-0.5422,0.2907,0.80,
ASKAP J183950.5-075635,low,ASKAP-63498,low,60497.70007,726.6,0.0525,1.3907,-1.4157,0.9840,1.03,
ASKAP J183950.5-075635,low,ASKAP-63604,low,60503.67505,726.6,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-63606,low,60503.69669,726.6,-0.2486,0.3998,-0.2247,0.2588,0.79,
ASKAP J183950.5-075635,low,ASKAP-64113,low,60512.54261,726.6,-0.3366,1.5667,0.5307,1.2294,1.01,
ASKAP J183950.5-075635,low,ASKAP-64732,low,60535.53409,726.6,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-64733,low,60535.54696,726.6,-0.7310,0.4477,-0.1268,0.3077,0.78,
ASKAP J183950.5-075635,low,ASKAP-64737,low,60535.59971,726.6,-0.1117,1.4978,-1.6841,1.0739,0.98,
ASKAP J183950.5-075635,low,ASKAP-65624,low,60557.50927,736.5,1.8431,1.3685,-0.5016,1.1205,1.00,
ASKAP J183950.5-075635,low,ASKAP-65628,low,60557.55098,736.5,-0.9534,0.4481,0.0580,0.3056,0.79,
ASKAP J183950.5-075635,low,ASKAP-65648,low,60558.53430,666.9,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-65924,low,60573.50051,736.5,0.3006,0.3948,-0.2881,0.2649,0.79,
ASKAP J183950.5-075635,low,ASKAP-66123,low,60581.40163,726.6,-3.1897,1.2433,0.1974,0.9575,1.00,
ASKAP J183950.5-075635,low,ASKAP-66124,low,60581.41108,716.6,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-66744,low,60601.43863,736.5,-0.5151,0.3635,-0.4540,0.2560,0.77,
ASKAP J183950.5-075635,low,ASKAP-67012,low,60606.35045,716.6,-4.1609,1.2001,1.4936,0.8982,1.00,
ASKAP J183950.5-075635,low,ASKAP-67060,low,60607.41088,736.5,nan,nan,nan,nan,nan,
ASKAP J183950.5-075635,low,ASKAP-67936,low,60627.33935,726.6,-0.1689,0.4670,0.0578,0.3379,0.79,
ASKAP J183950.5-075635,low,ASKAP-81907,low,61077.13796,726.6,-1.7065,1.1561,-0.7126,0.8834,1.03,
ASKAP J183950.5-075635,low,ASKAP-81993,low,61077.99087,736.5,0.5484,0.3557,0.2239,0.2286,0.80,
ASKAP J183950.5-075635,low,ASKAP-81889,low,61076.95341,726.6,0.9933,0.9928,0.1375,0.8731,1.03,
ASKAP J183950.5-075635,low,ASKAP-81893,low,61076.99269,726.6,-0.0725,0.3944,-0.1295,0.3025,0.80,
ASKAP J183950.5-075635,low,ASKAP-82089,low,61079.06107,726.6,-0.9670,1.2747,-2.6821,0.9433,1.00,
ASKAP J183950.5-075635,low,ASKAP-82178,low,61080.08981,736.5,-1.1256,1.2336,0.8023,1.0001,1.03,
ASKAP J183950.5-075635,low,ASKAP-82097,low,61079.14287,736.5,-0.6889,0.4785,-0.2637,0.3260,0.80,
ASKAP J183950.5-075635,low,ASKAP-82078,low,61078.95555,726.6,-0.2794,1.2587,0.0349,0.9429,1.03,
ASKAP J183950.5-075635,low,ASKAP-82082,low,61078.99207,726.6,0.1611,0.3534,0.2723,0.2990,0.80,
ASKAP J183950.5-075635,low,ASKAP-82184,low,61080.15133,726.6,0.4554,0.4702,-0.1978,0.2924,0.80,
ASKAP J183950.5-075635,low,ASKAP-85987,low,61220.53285,736.5,0.4098,0.3802,-0.0024,0.2421,1.09,
ASKAP J183950.5-075635,low,ASKAP-86006,low,61220.72155,726.6,-0.9376,0.4057,0.3623,0.2447,1.09,
ASKAP J183950.5-075635,low,ASKAP-85897,low,61216.79436,726.6,0.0429,0.5612,-0.1940,0.2678,1.09,
ASKAP J183950.5-075635,low,ASKAP-85882,low,61216.64610,726.6,-0.0498,0.4350,-0.1773,0.2550,1.09,
ASKAP J183950.5-075635,low,ASKAP-85790,low,61215.70776,736.5,0.3137,0.3821,-0.1533,0.2800,1.09,
ASKAP J183950.5-075635,low,ASKAP-86090,low,61221.77100,726.6,-0.1146,0.4768,-0.0653,0.2473,1.09,
ASKAP J183950.5-075635,low,ASKAP-85781,low,61215.62032,726.6,-0.1862,0.3910,-0.5148,0.2445,1.09,
ASKAP J183950.5-075635,low,ASKAP-86014,low,61220.80497,726.6,-0.2154,0.4258,-0.1312,0.2414,1.10,
ASKAP J175534.9-252749.1,low,ASKAP-45538,low,59897.26060,726.0,-0.2140,0.3878,0.0209,0.1934,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-45543,low,59897.31025,716.0,0.7305,0.7657,0.4858,0.5301,1.07,
ASKAP J175534.9-252749.1,low,ASKAP-45674,low,59902.22103,726.0,-1.6867,0.7275,-0.3408,0.4284,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-45675,low,59902.23013,716.0,0.4064,0.3932,-0.2464,0.1936,0.35,
ASKAP J175534.9-252749.1,low,ASKAP-46055,low,59921.15959,716.0,0.1662,0.4523,-0.1587,0.2656,0.38,
ASKAP J175534.9-252749.1,low,ASKAP-47027,low,59949.07303,726.0,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-47028,low,59949.08316,716.0,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-47062,low,59950.09188,736.0,0.2182,0.8378,-0.4255,0.5394,1.02,
ASKAP J175534.9-252749.1,low,ASKAP-47063,low,59950.10147,726.0,0.3355,0.4219,0.0845,0.2223,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-47251,low,59965.01722,726.0,0.8413,0.7510,-0.4897,0.4712,1.07,
ASKAP J175534.9-252749.1,low,ASKAP-47253,low,59965.03589,726.0,24.9303,0.4351,6.3203,0.2288,0.36,
ASKAP J175534.9-252749.1,low,ASKAP-47627,low,59979.07193,726.0,-0.1815,0.7257,-0.2371,0.4730,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-47630,low,59979.10142,736.0,0.2371,0.3684,-0.0380,0.2210,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-47692,low,59980.07167,726.0,0.1963,0.7504,0.4875,0.5732,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-47695,low,59980.10174,736.0,0.8787,0.4576,-0.3135,0.2957,0.38,
ASKAP J175534.9-252749.1,low,ASKAP-48259,low,59994.05273,736.0,0.8488,0.9345,-0.4476,0.6932,1.04,
ASKAP J175534.9-252749.1,low,ASKAP-48346,low,59994.99050,726.0,-0.0213,0.4350,-0.4965,0.3428,0.36,
ASKAP J175534.9-252749.1,low,ASKAP-48463,low,59998.03748,726.0,0.0470,0.8520,-0.2770,0.7276,1.03,
ASKAP J175534.9-252749.1,low,ASKAP-48544,low,59998.94262,736.0,-0.1248,0.4264,-0.0290,0.2953,0.36,
ASKAP J175534.9-252749.1,low,ASKAP-48852,low,60009.90589,716.0,3.3578,0.8610,0.9526,0.7470,1.07,
ASKAP J175534.9-252749.1,low,ASKAP-48856,low,60009.94264,726.0,1.1378,0.5267,-0.7681,0.3670,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-49015,low,60025.86487,726.0,-0.0084,0.8203,1.0740,0.7568,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-49019,low,60025.90174,726.0,0.7257,0.4177,0.0367,0.3156,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-49147,low,60040.83033,726.0,0.0104,1.0585,-0.8560,0.8468,1.10,
ASKAP J175534.9-252749.1,low,ASKAP-49153,low,60040.90920,726.0,2.0531,0.5262,-0.2333,0.3596,0.35,
ASKAP J175534.9-252749.1,low,ASKAP-49594,low,60055.77873,716.0,0.4515,0.8513,0.3952,0.6874,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-49598,low,60055.81559,716.0,0.1649,0.4556,0.0234,0.2749,0.35,
ASKAP J175534.9-252749.1,low,ASKAP-49873,low,60070.74276,726.0,-0.5166,0.7522,0.4644,0.6675,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-49877,low,60070.78020,726.0,0.0116,0.3848,-0.2815,0.3020,0.38,
ASKAP J175534.9-252749.1,low,ASKAP-50151,low,60085.70446,716.0,0.5779,0.8169,-0.1995,0.6434,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-50155,low,60085.74064,726.0,0.1994,0.3556,-0.2290,0.2592,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-50649,low,60116.61766,726.0,1.1787,0.7728,1.4611,0.6387,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-51105,low,60129.58359,716.0,1.4061,0.7925,0.0887,0.6638,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-51108,low,60129.61136,726.0,0.6541,0.4064,0.5593,0.3179,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-51488,low,60143.64606,726.0,-1.3832,0.8363,-1.4491,0.7152,1.04,
ASKAP J175534.9-252749.1,low,ASKAP-51529,low,60146.56768,726.0,0.7658,0.4083,0.0566,0.2950,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-51822,low,60160.58850,736.0,1.6747,0.7243,0.8789,0.6938,1.04,
ASKAP J175534.9-252749.1,low,ASKAP-86168,low,61222.58961,726.6,0.4041,0.4091,-0.3274,0.2428,1.16,
ASKAP J175534.9-252749.1,low,ASKAP-51863,low,60163.60729,726.0,0.2796,0.3922,0.0652,0.2796,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-52090,low,60178.51181,726.0,-0.1373,0.7483,-0.0664,0.6444,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-52095,low,60178.56239,716.0,0.5048,0.3715,-0.0882,0.2836,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-52637,low,60193.47704,736.0,-0.8522,0.7606,0.5849,0.6850,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-52639,low,60193.49847,736.0,0.3030,0.3913,-0.4829,0.2857,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-53319,low,60218.36024,726.0,0.5836,0.7723,0.4936,0.6719,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-53338,low,60219.42325,726.0,0.2993,0.3783,-0.4832,0.3066,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-53606,low,60233.38287,726.6,1.4945,0.7407,0.2919,0.6522,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-53803,low,60235.30474,716.6,0.2661,0.4294,-0.2583,0.3054,0.35,
ASKAP J175534.9-252749.1,low,ASKAP-54507,low,60248.33886,726.6,0.1494,0.8765,0.1451,0.7282,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-54614,low,60249.37273,726.6,0.2687,0.4914,0.0624,0.3045,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-54900,low,60266.21092,726.6,0.5194,0.8505,-1.0482,0.6535,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-54909,low,60266.29421,736.5,0.1523,0.4182,0.5745,0.3217,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-56151,low,60306.16892,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-56612,low,60312.17232,736.5,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-86183,low,61222.73476,726.6,-0.0797,0.4183,-0.2185,0.3008,1.13,
ASKAP J175534.9-252749.1,low,ASKAP-57373,low,60324.12016,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-57786,low,60330.15127,736.5,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-58460,low,60342.06798,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-58668,low,60344.98897,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-59401,low,60363.96965,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-59465,low,60366.04102,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-60044,low,60383.90162,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-60147,low,60386.85312,726.6,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-60571,low,60399.94408,736.5,nan,nan,nan,nan,nan,unreleased: obscore obs_release_date is NULL (never publicly released; verified 2026-08-15)
ASKAP J175534.9-252749.1,low,ASKAP-60803,low,60404.91017,736.5,-0.6683,0.7203,-0.2098,0.6537,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-61159,low,60416.81229,716.6,0.1637,0.4428,-0.4694,0.2924,0.35,
ASKAP J175534.9-252749.1,low,ASKAP-61308,low,60419.86487,736.5,-1.2930,0.8306,-0.5126,0.6996,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-61943,low,60430.84964,696.7,0.3225,0.3929,-0.4664,0.3541,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-62164,low,60435.72340,726.6,-0.8708,0.8454,0.0348,0.7962,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-62421,low,60445.74283,736.5,0.3470,0.4260,0.1850,0.3062,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-62494,low,60450.79120,736.5,1.3283,0.8275,-0.3490,0.6891,1.04,
ASKAP J175534.9-252749.1,low,ASKAP-62640,low,60468.63415,716.6,-0.2582,0.9787,-0.4992,0.8306,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-62643,low,60468.66214,726.6,-0.3028,0.4792,0.8109,0.3520,0.35,
ASKAP J175534.9-252749.1,low,ASKAP-63232,low,60484.60347,736.5,-0.0927,1.0808,1.5603,0.7913,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-63235,low,60484.64119,726.6,1.5660,0.3830,-0.7203,0.3366,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-63600,low,60503.63289,736.5,8.1581,0.7722,-1.0568,0.6774,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-63602,low,60503.65408,736.5,0.8049,0.4100,0.3090,0.2836,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-64726,low,60535.45565,736.5,0.2947,0.8491,-0.1081,0.7852,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-64729,low,60535.49681,726.6,-0.0847,0.4038,-0.2286,0.3191,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-65614,low,60557.40306,736.5,-0.2445,0.8352,-0.9795,0.7486,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-65623,low,60557.49602,726.6,0.4165,0.3960,-0.2880,0.2967,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-65913,low,60573.37822,736.5,-0.7136,0.8654,-0.2922,0.7444,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-65922,low,60573.47966,716.6,-0.3625,0.3864,0.2724,0.3028,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-66522,low,60597.40157,726.6,0.3948,0.6740,0.4664,0.6580,1.04,
ASKAP J175534.9-252749.1,low,ASKAP-66710,low,60600.41105,716.6,-0.1765,0.4115,-0.3032,0.3111,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-67931,low,60627.29050,726.6,1.8796,0.8765,-1.8711,0.7954,1.06,
ASKAP J175534.9-252749.1,low,ASKAP-67935,low,60627.32944,716.6,0.7993,0.5184,0.3357,0.3395,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-81900,low,61077.06469,726.6,-0.2388,0.6538,0.1205,0.5727,1.08,
ASKAP J175534.9-252749.1,low,ASKAP-81904,low,61077.10812,736.5,0.6754,0.3717,-0.1735,0.2698,0.37,
ASKAP J175534.9-252749.1,low,ASKAP-82001,low,61078.07231,736.5,0.7084,0.3453,-0.3528,0.3042,0.35,
ASKAP J175534.9-252749.1,low,ASKAP-81819,low,61076.15050,736.5,0.3955,0.4268,0.1873,0.2849,0.35,
ASKAP J175534.9-252749.1,low,ASKAP-81816,low,61076.11928,736.5,0.7918,0.8000,0.3819,0.6879,1.09,
ASKAP J175534.9-252749.1,low,ASKAP-81999,low,61078.05008,726.6,0.2036,0.7010,0.8547,0.6436,1.08,
